query_id,relevance_docid,score,confidence
46,2b6ac2c3-2019-04-18T15:10:44Z-00006-000,2,
46,32192392-2019-04-18T14:44:58Z-00001-000,2,
46,41ed0b25-2019-04-18T11:53:25Z-00007-000,2,
46,fca1d19b-2019-04-17T11:47:27Z-00062-000,1,78.3
46,fca1d19b-2019-04-17T11:47:27Z-00066-000,1,78.3
46,41ed0b25-2019-04-18T11:53:25Z-00003-000,1,76.2
46,fca1d19b-2019-04-17T11:47:27Z-00061-000,1,73
46,81d4eb96-2019-04-18T11:26:08Z-00001-000,1,72.5
46,877a9d97-2019-04-18T15:11:50Z-00005-000,1,71.2
46,f5b3410d-2019-04-18T15:41:50Z-00003-000,0,97.5
46,f5b3410d-2019-04-18T15:41:50Z-00004-000,0,96.7
46,2b6ac301-2019-04-18T11:55:15Z-00000-000,0,96
46,1ae9f84e-2019-04-18T15:25:04Z-00004-000,0,95
46,2b6ac2c3-2019-04-18T15:10:44Z-00001-000,0,93.3
46,1f1620a4-2019-04-18T11:54:27Z-00000-000,0,93.3
46,fca1d19b-2019-04-17T11:47:27Z-00054-000,0,93.3
46,2b6ac2c3-2019-04-18T15:10:44Z-00000-000,0,93
46,f5b3410d-2019-04-18T15:41:50Z-00000-000,0,92.5
46,fd4a422a-2019-04-18T11:54:51Z-00001-000,0,91.7
46,1ae9f84e-2019-04-18T15:25:04Z-00001-000,0,91.2
46,1f1620a4-2019-04-18T11:54:27Z-00004-000,0,91.2
46,5b09f227-2019-04-18T20:01:38Z-00004-000,0,91
46,5b09f31f-2019-04-18T11:54:28Z-00002-000,0,91
46,f5b3410d-2019-04-18T15:41:50Z-00001-000,0,90
46,92c80a0a-2019-04-19T12:47:33Z-00000-000,0,90
46,f5b3410d-2019-04-18T15:41:50Z-00009-000,0,90
46,29a6de52-2019-04-18T19:37:33Z-00002-000,0,88
46,fca1d19b-2019-04-17T11:47:27Z-00067-000,0,88
46,1f1620a4-2019-04-18T11:54:27Z-00002-000,0,87
46,f4864a7e-2019-04-18T19:41:08Z-00000-000,0,87
46,f5b3410d-2019-04-18T15:41:50Z-00007-000,0,86.2
46,1ae9f84e-2019-04-18T15:25:04Z-00005-000,0,85
46,21550f9-2019-04-18T19:24:15Z-00002-000,0,84.8
46,92c80a0a-2019-04-19T12:47:33Z-00001-000,0,84
46,5b09f300-2019-04-18T11:54:53Z-00004-000,0,83.3
46,32192392-2019-04-18T14:44:58Z-00004-000,0,78.3
46,1ae9f84e-2019-04-18T15:25:04Z-00003-000,0,70
46,f5b3410d-2019-04-18T15:41:50Z-00005-000,0,62.5
46,41ed0b25-2019-04-18T11:53:25Z-00001-000,0,53.3
46,41ed0b25-2019-04-18T11:53:25Z-00002-000,0,
47,bd7013ea-2019-04-18T14:03:21Z-00004-000,3,96.7
47,ea4173a6-2019-04-18T17:11:07Z-00001-000,3,93.2
47,ed89f195-2019-04-18T15:14:40Z-00005-000,2,95
47,25f8605f-2019-04-18T12:14:38Z-00000-000,2,95
47,6b2816f2-2019-04-18T18:00:17Z-00004-000,2,95
47,5e2b575d-2019-04-18T16:32:42Z-00000-000,2,94
47,a5d6b89f-2019-04-18T12:19:28Z-00003-000,2,94
47,abf51816-2019-04-18T15:38:53Z-00002-000,2,93.8
47,d686e01-2019-04-18T14:47:36Z-00005-000,2,93.3
47,1733c6bb-2019-04-18T11:28:17Z-00000-000,2,93
47,f6e16c0b-2019-04-18T12:39:51Z-00005-000,2,93
47,5e2b575d-2019-04-18T16:32:42Z-00002-000,2,93
47,bfd69562-2019-04-18T17:38:09Z-00000-000,2,93
47,48cd3dfc-2019-04-18T13:56:49Z-00004-000,2,92.6
47,bd7013ea-2019-04-18T14:03:21Z-00002-000,2,92.5
47,d15e57c3-2019-04-18T11:59:31Z-00000-000,2,92.5
47,f6e16c0b-2019-04-18T12:39:51Z-00003-000,2,92.5
47,1733c240-2019-04-18T14:46:35Z-00002-000,2,92
47,1733c338-2019-04-18T12:35:44Z-00004-000,2,92
47,b0b290ba-2019-04-18T20:03:49Z-00002-000,2,92
47,bd7013ea-2019-04-18T14:03:21Z-00000-000,2,92
47,c6512081-2019-04-18T16:44:37Z-00000-000,2,92
47,2439be89-2019-04-18T16:47:44Z-00004-000,2,91.7
47,d81957dd-2019-04-18T11:36:08Z-00000-000,2,91.7
47,1733bf1a-2019-04-18T15:28:10Z-00000-000,2,91.2
47,4159ba7a-2019-04-18T18:05:41Z-00002-000,2,91
47,68a4d029-2019-04-18T16:39:32Z-00001-000,2,91
47,7de56526-2019-04-18T15:10:01Z-00008-000,2,91
47,ae7c3aca-2019-04-18T13:14:06Z-00003-000,2,91
47,45419141-2019-04-18T13:34:20Z-00000-000,2,91
47,68a4cf31-2019-04-18T18:58:34Z-00003-000,2,91
47,59460e7f-2019-04-18T13:41:43Z-00001-000,2,90
47,5e2b575d-2019-04-18T16:32:42Z-00004-000,2,90
47,6013445a-2019-04-18T15:28:44Z-00003-000,2,90
47,6b281711-2019-04-18T17:59:59Z-00003-000,2,90
47,76fe7ef5-2019-04-18T16:54:29Z-00004-000,2,90
47,ae7c3aca-2019-04-18T13:14:06Z-00000-000,2,90
47,7d1fa14a-2019-04-18T16:51:16Z-00001-000,2,90
47,81d5454b-2019-04-18T13:19:41Z-00002-000,2,90
47,bfd69562-2019-04-18T17:38:09Z-00002-000,2,90
47,c6512081-2019-04-18T16:44:37Z-00001-000,2,90
47,d4ad3156-2019-04-18T15:31:45Z-00003-000,2,90
47,ed89f195-2019-04-18T15:14:40Z-00004-000,2,90
47,f6e16c0b-2019-04-18T12:39:51Z-00001-000,2,90
47,269c4789-2019-04-15T20:24:11Z-00018-000,2,89
47,479318c7-2019-04-18T11:28:19Z-00000-000,2,89
47,6c734766-2019-04-18T13:20:17Z-00004-000,2,89
47,b7e16db9-2019-04-18T14:29:56Z-00002-000,2,89
47,bd7013ea-2019-04-18T14:03:21Z-00001-000,2,89
47,c6512081-2019-04-18T16:44:37Z-00003-000,2,89
47,ed89f195-2019-04-18T15:14:40Z-00002-000,2,89
47,6b2816f2-2019-04-18T18:00:17Z-00005-000,2,88.8
47,7c899e50-2019-04-18T11:40:11Z-00004-000,2,88.8
47,d686e01-2019-04-18T14:47:36Z-00000-000,2,88
47,a61ca9af-2019-04-18T14:30:38Z-00001-000,2,87
47,bf1a606c-2019-04-18T15:14:10Z-00003-000,2,87
47,abf51816-2019-04-18T15:38:53Z-00001-000,2,86.7
47,68a4d00a-2019-04-18T16:43:31Z-00002-000,2,86.2
47,d4ad3156-2019-04-18T15:31:45Z-00001-000,2,86
47,bd7013ea-2019-04-18T14:03:21Z-00005-000,2,83.8
47,e2d7ec45-2019-04-18T17:00:50Z-00001-000,2,83.8
47,6b2816d3-2019-04-18T18:01:37Z-00004-000,2,
47,6b281711-2019-04-18T17:59:59Z-00001-000,1,85
47,c6512081-2019-04-18T16:44:37Z-00004-000,1,81.2
47,1733c2bc-2019-04-18T13:51:19Z-00000-000,1,80
47,68a4d00a-2019-04-18T16:43:31Z-00000-000,1,79
47,ba50642-2019-04-18T12:23:18Z-00001-000,1,78.8
47,80925bb9-2019-04-18T16:29:12Z-00004-000,1,78.3
47,3ec31e7c-2019-04-18T16:14:06Z-00002-000,1,77
47,503cf2fa-2019-04-18T16:18:09Z-00002-000,1,77
47,6b2816d3-2019-04-18T18:01:37Z-00006-000,1,77
47,e9ec6eab-2019-04-18T19:41:08Z-00002-000,1,76.7
47,a5d6b89f-2019-04-18T12:19:28Z-00000-000,1,76
47,abf51ede-2019-04-18T13:34:18Z-00001-000,1,75
47,bd7013ea-2019-04-18T14:03:21Z-00003-000,1,75
47,6013445a-2019-04-18T15:28:44Z-00004-000,1,72
47,ae7c3aca-2019-04-18T13:14:06Z-00004-000,1,71.2
47,4fbaefc8-2019-04-18T15:40:17Z-00003-000,1,68.3
47,ae7c3aca-2019-04-18T13:14:06Z-00002-000,1,66.7
47,6b281711-2019-04-18T17:59:59Z-00007-000,1,65
47,d423df3f-2019-04-18T17:56:30Z-00000-000,1,65
47,d77793f3-2019-04-18T11:37:31Z-00003-000,1,65
47,f44585fe-2019-04-18T17:59:55Z-00002-000,1,62
47,6b281711-2019-04-18T17:59:59Z-00005-000,1,60
47,80925bb9-2019-04-18T16:29:12Z-00003-000,1,58.3
47,6b2816f2-2019-04-18T18:00:17Z-00001-000,1,53.8
47,6b2816f2-2019-04-18T18:00:17Z-00007-000,1,
47,ae7c3aca-2019-04-18T13:14:06Z-00001-000,1,
47,6b2816f2-2019-04-18T18:00:17Z-00003-000,0,97
47,5d66528-2019-04-18T15:35:36Z-00004-000,0,94
47,ba89de7c-2019-04-18T15:44:15Z-00003-000,0,93
47,6b281711-2019-04-18T17:59:59Z-00000-000,0,92.8
47,cba64e0c-2019-04-18T16:18:19Z-00006-000,0,91.2
47,c6512081-2019-04-18T16:44:37Z-00002-000,0,88.3
47,e91853bc-2019-04-18T16:28:31Z-00004-000,0,88.3
47,e5aef097-2019-04-18T17:02:59Z-00003-000,0,86.7
47,50d37a4c-2019-04-18T14:10:49Z-00002-000,0,83.3
47,dc45df0e-2019-04-18T16:12:00Z-00002-000,0,73
47,ed89f195-2019-04-18T15:14:40Z-00000-000,0,72.5
47,2cd6df55-2019-04-18T19:41:21Z-00002-000,0,71.8
48,5f3b3c6d-2019-04-19T12:44:37Z-00026-000,2,95
48,6c32784f-2019-04-18T18:59:38Z-00003-000,2,95
48,a7acd758-2019-04-18T19:54:02Z-00002-000,2,94
48,6c32784f-2019-04-18T18:59:38Z-00005-000,2,93.8
48,6effc6f6-2019-04-18T18:59:04Z-00002-000,2,93.8
48,6623faa8-2019-04-18T13:12:04Z-00006-000,2,93.3
48,2045b810-2019-04-18T19:12:56Z-00003-000,2,93.3
48,219652fa-2019-04-18T14:33:32Z-00005-000,2,93
48,6623faa8-2019-04-18T13:12:04Z-00004-000,2,93
48,68fec0d0-2019-04-18T19:14:41Z-00002-000,2,92.5
48,6d6965d5-2019-04-18T17:51:17Z-00006-000,2,92.5
48,219652fa-2019-04-18T14:33:32Z-00001-000,2,92
48,57e0369e-2019-04-18T12:07:03Z-00002-000,2,92
48,c6ce3e46-2019-04-18T13:30:26Z-00005-000,2,92
48,5ff149d1-2019-04-18T16:31:56Z-00004-000,2,92
48,6623faa8-2019-04-18T13:12:04Z-00002-000,2,92
48,c0b1c40c-2019-04-18T13:10:29Z-00003-000,2,91.7
48,e62a27a7-2019-04-18T11:20:35Z-00000-000,2,91.2
48,2a12b5f8-2019-04-18T16:35:53Z-00001-000,2,91
