query_id,relevance_docid,average_score,average_confidence
104861,5150438,2,86
104861,5688416,2,85
104861,6187055,1.8,91
104861,2158194,1.8,88
104861,125332,1.8,84
104861,1017092,1.8,82
104861,4019224,1.8,81
104861,1811410,1.8,77
104861,2600385,1.6,86
104861,2916636,1.6,86
104861,8516149,1.6,84
104861,8495099,1.6,78
104861,5703401,1.6,76
104861,1304632,1.4,80
104861,8141081,1.4,78
104861,6200735,1.4,77
104861,4717134,1.4,74
104861,1424216,1.4,74
104861,5864689,1.4,74
104861,2958133,1.4,72
104861,2958127,1.2,82
104861,5607729,1.2,80
104861,5688415,1.2,77
104861,409268,1.2,76
104861,6056677,1.2,75
104861,5703400,1.2,74
104861,1995989,1.2,71
104861,7186729,1.2,71
104861,8260037,1.2,69
104861,7204477,1.2,67
104861,6241793,1.2,
104861,6653676,1,77
104861,6391586,1,70
104861,6200737,1,69
104861,7462393,1,67
104861,6788423,1,66
104861,6518057,1,66
104861,6566321,1,64
104861,6658615,1,63
104861,7666364,1,63
104861,672931,1,62
104861,5379458,1,61
104861,146178,1,59
104861,6436838,1,59
104861,8138536,1,58
104861,1313691,1,55
104861,5110656,1,50
104861,6202527,1,39
104861,4563275,1,38
104861,1017085,0.8,72
104861,8546159,0.8,68
104861,8400531,0.8,67
104861,5073463,0.8,63
104861,2958131,0.8,62
104861,5405670,0.8,54
104861,8260035,0.8,
104861,2471336,0.6,77
104861,3928196,0.6,68
104861,5670527,0.6,67.6
104861,7817767,0.6,67
104861,5598961,0.6,49.6
104861,6156641,0.6,26
104861,314919,0.6,
104861,4197096,0.4,79
104861,5101716,0.4,77
104861,8546679,0.4,69
104861,5778133,0.4,66
104861,3915516,0.4,63
104861,4961345,0.2,78.8
104861,4930174,0.2,66.8
104861,8131235,0,96.8
104861,1365744,0,93.8
104861,4350441,0,
130510,4022904,2.6,94
130510,8612909,2.6,93.4
130510,8612910,2.4,94
130510,1494936,2.2,91
130510,8612903,2,94.8
130510,8612906,2,94
130510,8612904,2,94
130510,6621100,2,93
130510,8612902,2,92
130510,1494938,2,92
130510,1494930,2,92
130510,4022902,2,92
130510,799647,2,91
130510,8514425,2,91
130510,7501558,2,91
130510,5685711,2,91
130510,2490145,2,91
130510,1494939,2,90
130510,4022905,2,90
130510,6815300,2,89
130510,4022909,2,89
130510,5685710,1.8,90.8
130510,7203252,1.8,85
130510,6881820,1.8,85
130510,2862515,1.8,83
130510,7464751,1.6,94
130510,3163980,1.6,88
130510,5930011,1.6,85
130510,3923091,1.6,84
130510,7479905,1.6,81
130510,1481524,1.6,81
130510,2862522,1.6,77
130510,7501557,1.4,89
130510,1799013,1.4,86
130510,1494932,1.4,79
130510,1159414,1.4,79
130510,2862518,1.4,77
130510,1494935,1.4,75
130510,996732,1.4,75
130510,2589317,1.2,65
130510,1110766,1,87
130510,7125239,1,77
130510,996740,1,77
130510,2174992,1,77
130510,2407055,1,76
130510,2589323,1,75
130510,3913778,1,70
130510,6881821,1,62
130510,7792405,1,61
130510,6035035,1,60
130510,6542823,1,54
130510,3995677,1,44
130510,7603931,1,
130510,2881563,0.8,74
130510,1494933,0.8,70
130510,6881818,0.8,59
130510,5930013,0.6,92
130510,1881840,0.6,84
130510,5685706,0.6,82.8
130510,7708723,0.6,77
130510,1494937,0.6,76.8
130510,2346969,0.6,72.8
130510,6486232,0.6,63.8
130510,440983,0.6,63
130510,566525,0.6,
130510,6542827,0.6,
130510,2420310,0.6,
130510,5930018,0.4,82.8
130510,2079377,0.4,81
130510,1494931,0.4,72.6
130510,6183638,0.4,69
130510,4528805,0.4,65.8
130510,6172269,0.4,63
130510,5685708,0.2,91
130510,6763277,0.2,90.8
130510,7997887,0.2,90
130510,7298862,0.2,86
130510,815703,0.2,83.6
130510,5415276,0.2,82
130510,348429,0.2,81.6
130510,5685704,0.2,80.6
130510,8612905,0.2,78.8
130510,7501563,0.2,57
130510,4528808,0.2,
130510,5930015,0,98.4
130510,8095118,0,94.8
130510,7001677,0,93.8
130510,2079375,0,93.6
130510,7001679,0,93
130510,7696346,0,92.8
130510,5930010,0,92
130510,1047769,0,91.8
130510,2961568,0,89.8
130510,4189500,0,82
130510,7529548,0,82
130510,2490150,0,77
130510,7777480,0,71.8
130510,7777478,0,18
130510,4089773,0,
130510,5791683,0,
1114819,8022280,2.2,93
1114819,8625086,2.2,92
1114819,6900774,2.2,92
1114819,8115440,2,95
1114819,5628952,2,95
1114819,2590453,2,94.6
1114819,1724520,2,94
1114819,4890560,2,94
1114819,6941478,2,93
1114819,1419801,2,93
1114819,694735,2,93
1114819,785027,2,92
1114819,1738242,2,92
1114819,8336232,2,92
1114819,8115439,2,92
1114819,1315994,2,92
1114819,988370,2,92
1114819,344350,2,92
1114819,3781419,2,92
1114819,2926432,2,92
1114819,2590455,2,92
1114819,1724528,2,92
1114819,8579830,2,92
1114819,7803429,2,91
1114819,5521373,2,90
1114819,8115435,2,90
1114819,1419798,2,90
1114819,5165249,2,90
1114819,1852066,2,90
1114819,752644,2,90
1114819,785028,2,89
1114819,988378,2,89
1114819,8115706,2,89
1114819,461344,2,89
1114819,8088111,2,88
1114819,8508255,2,88
1114819,6900769,2,88
1114819,988369,2,88
1114819,812436,2,88
1114819,1315998,2,87
1114819,3144706,2,87
1114819,1002627,2,86
1114819,5019830,1.8,95
1114819,3781418,1.8,92
1114819,1851540,1.8,90
1114819,5718417,1.8,86
1114819,8096824,1.8,85
1114819,862869,1.8,85
1114819,7786792,1.8,85
1114819,1315993,1.6,95
1114819,2831393,1.6,94
1114819,8115703,1.6,94
1114819,3353671,1.6,94
1114819,3906952,1.6,92
1114819,5019832,1.6,92
1114819,8754397,1.6,91
1114819,6202321,1.6,91
1114819,7156443,1.6,90
1114819,6951105,1.6,90
1114819,8321012,1.6,89
1114819,8115434,1.6,88
1114819,783080,1.6,84
1114819,5156171,1.6,79
1114819,5342188,1.6,77
1114819,6900773,1.6,
1114819,3906954,1.6,
1114819,1625836,1.6,
1114819,8754398,1.4,85
1114819,8088109,1.4,82
1114819,8579832,1.4,78
1114819,8480574,1.4,72
1114819,5363582,1.4,68
1114819,8754404,1.4,
1114819,255279,1.4,
1114819,5703157,1.2,91
1114819,8024894,1.2,88
1114819,1735443,1.2,85
1114819,1009500,1.2,81
1114819,7132894,1.2,79
1114819,8754403,1.2,74
1114819,988373,1.2,
1114819,6900767,1.2,
1114819,8754395,1,71
1114819,8754399,1,68
1114819,8336223,1,68
1114819,8336231,1,66
1114819,988375,1,64
1114819,126884,1,59
1114819,1315997,1,55
1114819,8022279,1,42
1114819,8022281,1,
1114819,1724523,0.8,77
1114819,8754400,0.8,77
1114819,2192058,0.8,71.8
1114819,750446,0.8,
1114819,1816958,0.6,80
1114819,4064011,0.6,68
1114819,771719,0.4,75.8
1114819,8022277,0.4,73
1114819,6578914,0,94
1110199,8160520,2,92
1110199,4511144,2,92
1110199,8160519,2,92
1110199,5857921,2,92
1110199,558317,2,92
1110199,4511137,2,91
1110199,4489656,2,91
1110199,7369955,2,91
1110199,8160527,2,90.6
1110199,3342396,2,87
1110199,7821191,1.8,91
1110199,1901881,1.8,89
1110199,5355385,1.8,89
1110199,1426939,1.8,89
1110199,3684454,1.8,88
1110199,5172688,1.8,88
1110199,3934419,1.8,87
1110199,2796830,1.8,85
1110199,6923057,1.8,82
1110199,7174098,1.6,94
1110199,1197690,1.6,88
1110199,2796825,1.6,85
1110199,6923050,1.6,82
1110199,2594143,1.6,80
1110199,637099,1.6,78
1110199,2218462,1.6,76
1110199,735472,1.4,85
1110199,5600214,1.4,83
1110199,5172684,1.4,82
1110199,1411495,1.4,82
1110199,557605,1.4,79
1110199,4438812,1.4,78
1110199,3609843,1.4,77
1110199,5007789,1.4,71
1110199,557603,1.2,83
1110199,5716613,1.2,76
1110199,3107787,1.2,76
1110199,5049366,1.2,66
1110199,1795043,1.2,66
1110199,398442,1.2,64
1110199,7680811,1,85
1110199,2080928,1,80
1110199,3838645,1,79
1110199,2713574,1,76
1110199,5218014,1,73
1110199,8160524,1,72
1110199,357932,1,72
1110199,6392463,1,70
1110199,2925378,1,69
1110199,6645893,1,68
1110199,8267435,1,66
1110199,554529,1,66
1110199,4949578,1,65
1110199,2279578,1,65
1110199,4082283,1,65
1110199,3588619,1,65
1110199,6430361,1,64
1110199,7628031,1,64
1110199,8113522,1,64
1110199,425993,1,63
1110199,2811563,1,61
1110199,554521,1,61
1110199,879021,1,59
1110199,4438807,1,55
1110199,6430362,1,48
1110199,8301971,0.8,76
1110199,3722531,0.8,66
1110199,5719120,0.8,55
1110199,2777133,0.8,48
1110199,6161016,0.8,45
1110199,6509853,0.8,
1110199,8301973,0.6,83
1110199,3817715,0.6,75.6
1110199,3447960,0.6,75
1110199,6161010,0.6,72.8
1110199,879019,0.6,67
1110199,5279606,0.6,61
1110199,6392469,0.6,59
1110199,3647394,0.4,92.2
1110199,554522,0.4,84
1110199,507878,0.4,80.6
1110199,2312587,0.4,76
1110199,4411531,0.4,74
1110199,6503962,0.4,72.6
1110199,5555051,0.4,69.8
1110199,5326655,0.4,61.6
1110199,7267932,0.2,90
1110199,507875,0.2,89.6
1110199,4750530,0.2,87.6
1110199,167604,0.2,86.8
1110199,2777132,0.2,85.8
1110199,8160523,0.2,82.8
1110199,6822586,0.2,77.8
1110199,2612594,0.2,76.8
1110199,6475269,0.2,74.8
1110199,3270581,0.2,73.8
1110199,1957395,0.2,64.8
1110199,5846443,0,95.8
1110199,4680533,0,94.8
1110199,3588624,0,88.8
1129237,6080460,2.6,92
1129237,8588219,2.4,94
1129237,3905802,2.4,94
1129237,3683096,2.4,94
1129237,998751,2.2,95
1129237,128984,2.2,94
1129237,8682824,2.2,94
1129237,2697752,2.2,94
1129237,2697746,2.2,94
1129237,3905057,2.2,93
1129237,5906130,2.2,93
1129237,1779229,2.2,92
1129237,8588222,2.2,90
1129237,7911557,2.2,89
1129237,6343521,2,93
1129237,3153068,2,92
1129237,6343520,2,91
1129237,4233383,2,90
1129237,5831781,2,90
1129237,4233385,2,87
1129237,5094333,2,84
1129237,806652,1.8,93
1129237,5122274,1.8,89
1129237,3097761,1.8,88
1129237,392579,1.8,87
1129237,8588227,1.8,86
1129237,3993743,1.8,86
1129237,3858675,1.6,83
1129237,4773351,1.6,82
1129237,8588223,1.4,
1129237,3409660,1.2,76
1129237,4367170,1.2,63
1129237,4779185,1,68
1129237,7688465,1,67
1129237,7688471,1,66
1129237,262492,1,65
1129237,3279719,1,64
1129237,7874566,1,62
1129237,6225977,1,57.6
1129237,3858678,1,32
1129237,461837,0.8,69
1129237,3649330,0.8,64
1129237,1770027,0.8,56
1129237,4066969,0.8,46
1129237,461835,0.6,85
1129237,3832685,0.6,82
1129237,302210,0.6,79
1129237,3832058,0.6,68
1129237,4915547,0.6,67
1129237,4723973,0.6,63
1129237,2351491,0.6,41.8
1129237,305088,0.6,
1129237,3588803,0.4,82
1129237,2188742,0.4,73.8
1129237,3641168,0.4,72
1129237,2971620,0.4,70
1129237,3905806,0.4,68
1129237,162127,0.4,64
1129237,6194643,0.4,62
1129237,2976015,0.4,59
1129237,7350325,0.4,31
1129237,7769728,0.4,10
1129237,8712732,0.4,
1129237,6325273,0.4,
1129237,8357400,0.2,88.4
1129237,1526193,0.2,84
1129237,1721142,0.2,82.8
1129237,2971621,0.2,81.6
1129237,1959030,0.2,81
1129237,2015118,0.2,80
1129237,2384636,0.2,78
1129237,4328625,0.2,77
1129237,6585295,0.2,77
1129237,4162487,0.2,75
1129237,2777623,0.2,75
1129237,6884449,0.2,75
1129237,818342,0.2,74.8
1129237,2176863,0.2,73
1129237,1325030,0.2,63.8
1129237,5916672,0.2,59
1129237,8588226,0.2,
1129237,6166230,0,96.6
1129237,3826653,0,96.4
1129237,8633911,0,96.2
1129237,8150178,0,95.8
1129237,3826659,0,95.8
1129237,6194648,0,95.8
1129237,3826656,0,95.6
1129237,3826651,0,94
1129237,6868144,0,92.8
1129237,7769727,0,92
1129237,4003056,0,90.8
1129237,3588805,0,90
1129237,2364443,0,88
1129237,6386977,0,76.8
1129237,4425405,0,76.8
1129237,1421371,0,75.6
1129237,6705270,0,74
1129237,2777625,0,38
1129237,2955239,0,
573724,7104825,2.8,93
573724,8441642,2.6,96.8
573724,8833192,2.6,92
573724,87405,2.4,93
573724,394138,2.4,92
573724,5339620,2.4,91
573724,1509940,2.2,93
573724,3365638,2.2,92
573724,394136,2.2,92
573724,394139,2.2,91
573724,3365631,2,94
573724,7674858,2,94
573724,5384308,2,94
573724,3365633,2,93
573724,7384332,2,93
573724,2133806,2,93
573724,5962423,2,93
573724,3146236,2,93
573724,1509944,2,93
573724,3365636,2,92
573724,3146238,2,92
573724,1165129,2,92
573724,394142,2,92
573724,7199672,2,92
573724,5962428,2,92
573724,8047166,2,92
573724,3365632,2,92
573724,7134411,2,92
573724,7199669,2,91
573724,7104826,2,91
573724,7609926,2,91
573724,5962426,2,91
573724,2186124,2,91
573724,5306910,2,91
573724,7609928,2,90
573724,5047796,2,90
573724,5310530,2,90
573724,7609930,2,90
573724,3365635,2,90
573724,3146240,2,90
573724,4360246,2,90
573724,7199667,2,89
573724,41433,2,89
573724,8833199,2,89
573724,7609932,2,89
573724,5962419,2,89
573724,7609927,2,88
573724,7199675,2,88
573724,3365640,2,83
573724,3546092,2,83
573724,5721833,2,
573724,8444727,2,
573724,1509942,1.8,92
573724,7199673,1.8,92
573724,2002445,1.8,85
573724,3365639,1.8,84
573724,1113579,1.8,81
573724,7199674,1.8,80
573724,2002448,1.8,77
573724,1816038,1.8,
573724,8444730,1.8,
573724,1165128,1.6,92
573724,5185664,1.6,92
573724,1509939,1.6,88
573724,1509937,1.6,87
573724,4017883,1.6,84
573724,2417985,1.6,83
573724,2021252,1.6,80
573724,1293333,1.6,80
573724,5185671,1.6,77
573724,3617636,1.6,
573724,8436350,1.4,78
573724,8492171,1.4,77
573724,5962424,1,77
573724,7275118,1,58
573724,1817741,1,58
573724,7609929,1,58
573724,8404002,1,55
573724,7609933,1,54
573724,6462957,1,40
573724,7384325,1,
573724,6121093,0.8,68
573724,141998,0.8,50
573724,1183181,0.6,70
573724,2910045,0.6,60
573724,1033756,0.6,59.6
573724,525215,0.6,58
573724,3644944,0.6,51
573724,1376205,0.6,48
573724,1183178,0.6,37.8
573724,1376204,0.6,
573724,4457787,0.4,62
573724,4966874,0.4,61
573724,8540429,0.4,34
573724,87409,0.4,
573724,6911370,0.2,83
573724,148753,0.2,76
573724,2084571,0.2,75.6
573724,8450864,0.2,62.6
573724,148751,0,
1121709,8049578,2,93
1121709,3423062,2,91
1121709,8049580,1.8,88
1121709,8049577,1.2,94
1121709,1112487,0.8,71
1121709,3709758,0.4,67.8
1121709,8327576,0.4,53
1121709,6076433,0.2,92.8
1121709,7841119,0.2,92.8
1121709,4580131,0.2,92.6
1121709,3742654,0.2,86.8
1121709,1077530,0.2,84.8
1121709,1392360,0.2,84.4
1121709,7209949,0.2,84
1121709,88402,0.2,83.6
1121709,4769720,0.2,83
1121709,2879470,0.2,81.8
1121709,1937668,0.2,81
1121709,812328,0.2,80.6
1121709,5346546,0.2,80.2
1121709,1271795,0.2,79.8
1121709,1643334,0.2,78.4
1121709,1760876,0.2,78
1121709,7565881,0.2,77.8
1121709,6054702,0.2,77.8
1121709,3552218,0.2,76.8
1121709,862855,0.2,76
1121709,7591000,0.2,75.8
1121709,5530626,0.2,61.4
1121709,7499157,0.2,58
1121709,3446958,0.2,41.8
1121709,3055199,0.2,37
1121709,16845,0,99
1121709,6690192,0,99
1121709,5209523,0,98.4
1121709,419129,0,98.4
1121709,51033,0,98.2
1121709,306414,0,98.2
1121709,8492081,0,98.2
1121709,4861638,0,98.2
1121709,5915729,0,98
1121709,6886933,0,97.6
1121709,3221617,0,97.4
1121709,747368,0,97.2
1121709,291564,0,97.2
1121709,2440458,0,97
1121709,1729290,0,96.8
1121709,6630430,0,96.6
1121709,3709755,0,96.6
1121709,3552222,0,96.6
1121709,5879625,0,96.6
1121709,6657504,0,96.4
1121709,2964602,0,96.4
1121709,4575770,0,96.4
1121709,4896238,0,96
1121709,3875032,0,95.8
1121709,4580133,0,95.8
1121709,8643664,0,95.8
1121709,7591002,0,95.6
1121709,7744250,0,95.2
1121709,7370525,0,95
1121709,950984,0,95
1121709,4707664,0,94.8
1121709,7849690,0,94.8
1121709,6212343,0,94.8
1121709,701349,0,94.8
1121709,1243178,0,94.8
1121709,1736566,0,94.8
1121709,731070,0,94.6
1121709,2874652,0,94.6
1121709,2851223,0,94.6
1121709,1169279,0,94.6
1121709,3869997,0,94.6
1121709,2317095,0,94.6
1121709,4038354,0,94.4
1121709,7586674,0,94.4
1121709,2615981,0,94
1121709,2517708,0,93.8
1121709,1698341,0,93.8
1121709,5177794,0,93.8
1121709,3381112,0,93.6
1121709,6694095,0,93
1121709,5264299,0,92
1121709,3064096,0,92
1121709,6007524,0,91.8
1121709,8500135,0,91
1121709,3030903,0,89
1121709,2432508,0,87.6
1121709,4836900,0,86
1121709,4644464,0,78.8
1121709,8283424,0,77.6
1121709,3386509,0,77.4
1121709,669004,0,76
1121709,1114393,0,76
1121709,7434522,0,75
1121709,3098031,0,74
1121709,7229531,0,56.8
1121709,2302396,0,48
1121709,3545984,0,47
1121709,208465,0,0
489204,678245,2,93
489204,5895917,2,92
489204,973923,2,91
489204,7718090,2,90
489204,1319513,2,90
489204,6397957,2,90
489204,5519177,2,89
489204,3075337,2,88
489204,6327179,2,88
489204,6237430,2,87
489204,6753503,2,87
489204,3075338,2,87
489204,6237427,2,87
489204,5815950,2,87
489204,7564977,2,86
489204,113238,2,86
489204,7734612,2,86
489204,1759354,2,86
489204,4917999,2,85
489204,6753502,2,83
489204,8395205,2,83
489204,1410249,2,82
489204,1410255,2,81
489204,3012141,2,77
489204,3778489,1.8,88
489204,1950273,1.8,87
489204,6087671,1.8,87
489204,6665319,1.8,86
489204,8054792,1.8,86
489204,4917998,1.8,84
489204,216492,1.8,82
489204,6237429,1.8,81
489204,7432758,1.8,77
489204,528348,1.6,85.6
489204,7113153,1.6,79
489204,6327178,1.6,78
489204,1418935,1.6,78
489204,1276947,1.6,78
489204,1736553,1.6,75
489204,3980126,1.4,79
489204,1950269,1.4,76
489204,114148,1.4,76
489204,8737051,1.4,75
489204,4430765,1.4,73
489204,1759360,1.4,72
489204,4088951,1.4,67
489204,465742,1.4,64
489204,1310107,1.2,76
489204,66437,1.2,72
489204,7660249,1.2,69.6
489204,8376910,1.2,68
489204,8420374,1.2,61
489204,4029846,1.2,
489204,5815958,1,79
489204,1479542,1,76
489204,1759357,1,76
489204,1051498,1,73
489204,855969,1,73
489204,7116533,1,72
489204,753265,1,72
489204,3744940,1,72
489204,2268657,1,71
489204,1538587,1,70
489204,6301568,1,70
489204,3980122,1,69
489204,8737053,1,69
489204,8376906,1,69
489204,216490,1,67
489204,7564980,1,66
489204,2959687,1,65
489204,4929952,1,65
489204,2053095,1,65
489204,1310108,1,64
489204,4387756,1,64
489204,4279451,1,63
489204,3049941,1,61
489204,3608627,1,61
489204,6661536,1,59
489204,5629373,1,59
489204,2016623,1,57
489204,2163701,1,42
489204,1310101,1,
489204,6327182,0.8,76
489204,1778458,0.8,59
489204,2218038,0.8,56
489204,1070807,0.8,52
489204,8055356,0.8,40
489204,528349,0.6,69
489204,1225589,0.6,60.6
489204,1418931,0.6,
489204,1310103,0.6,
489204,855967,0.6,
489204,1310106,0.4,
489204,6327176,0.4,
489204,8594276,0.2,91
489204,4918001,0.2,
489204,5583224,0,92
489204,4918005,0,50
489204,535375,0,
489204,8083618,0,
131843,8305158,3,96
131843,8305152,3,94
131843,985994,2.4,96
131843,8305156,2.4,95
131843,8305153,2.4,94
131843,985991,2.2,94
131843,8305154,2.2,93
131843,8305155,2,94
131843,8710810,2,94
131843,985989,2,93
131843,3841396,2,91
131843,14055,2,87
131843,8710812,1.8,81
131843,2683747,1.8,77
131843,8710814,1.6,89
131843,2041693,1.6,85
131843,985995,1,79
131843,7707868,0.8,83
131843,8102602,0.8,72
131843,985990,0.8,
131843,8305151,0.8,
131843,985992,0.6,83
131843,985988,0.4,88
131843,7078434,0.4,77.8
131843,6187402,0.4,77.8
131843,1959309,0.4,71.2
131843,5858902,0.2,90
131843,8710813,0.2,87
131843,2896791,0.2,85.8
131843,8519713,0.2,85
131843,1941266,0.2,81.8
131843,8085708,0.2,77.8
131843,5121126,0.2,76
131843,1965924,0.2,75.8
131843,6248852,0,99.6
131843,3884881,0,98.6
131843,8146334,0,98.4
131843,3400902,0,98.2
131843,4013724,0,98.2
131843,97739,0,98
131843,8117361,0,97.8
131843,542347,0,97.8
131843,1267422,0,97.6
131843,1073193,0,97.6
131843,7451206,0,97.4
131843,68421,0,97.4
131843,3761239,0,97.4
131843,7091663,0,97.4
131843,7451207,0,97
131843,491120,0,97
131843,3400903,0,96.8
131843,6604053,0,96.8
131843,7208948,0,96.8
131843,6787809,0,96.8
131843,2495625,0,96.8
131843,3299960,0,96.6
131843,7082304,0,96.6
131843,6820615,0,96.4
131843,4099926,0,96.2
131843,8090240,0,96
131843,8024309,0,96
131843,6718494,0,95.8
131843,278279,0,95.8
131843,3919317,0,95.8
131843,7078432,0,95.8
131843,1907695,0,95.8
131843,7066446,0,95.6
131843,8685913,0,95.6
131843,8589858,0,95.6
131843,7678189,0,95.4
131843,208011,0,95.4
131843,7073518,0,95.4
131843,5125375,0,95.4
131843,4254836,0,94.8
131843,4682759,0,94.8
131843,8073461,0,94.8
131843,8530759,0,94.8
131843,5000167,0,94
131843,3844836,0,93.6
131843,5056232,0,93.6
131843,7073516,0,93.6
131843,1993076,0,93.6
131843,2669218,0,93.4
131843,8318153,0,93
131843,6959233,0,93
131843,6782345,0,93
131843,373498,0,93
131843,8780616,0,92.6
131843,6249757,0,88.8
131843,6187399,0,88
131843,3884882,0,78.6
131843,3930069,0,77.6
131843,5038538,0,74.8
131843,7589014,0,72
131843,2333348,0,69
131843,8191894,0,57.8
131843,788586,0,53.8
131843,68427,0,38
131843,4911365,0,
131843,4931453,0,
207786,7941579,2.6,90
207786,8273762,2,95
207786,7599318,2,93
207786,8273763,2,91
207786,8273757,2,91
207786,2763917,2,89
207786,7510472,2,89
207786,6031630,2,89
207786,8273758,2,88
207786,7639366,1.8,87
207786,8273761,1.8,
207786,3773663,1,76
207786,13254,1,64
207786,3931763,1,53
207786,5175113,1,30
207786,8273756,1,
207786,8273755,0.8,78
207786,8273759,0.8,77
207786,2315834,0.8,72
207786,197297,0.8,64.4
207786,3506136,0.8,61
207786,6133373,0.8,55
207786,4257473,0.8,51
207786,6563690,0.8,46
207786,280082,0.8,30
207786,4660027,0.6,73
207786,7777867,0.6,67.8
207786,5321444,0.6,65
207786,7449213,0.6,50
207786,8273754,0.6,
207786,2322024,0.4,85
207786,3103885,0.4,84.4
207786,4754014,0.4,83.8
207786,8273760,0.4,82
207786,2288092,0.4,81
207786,6226377,0.4,81
207786,2998726,0.4,75.4
207786,2288091,0.4,75
207786,5170147,0.4,73.8
207786,5624831,0.4,72.8
207786,7449212,0.4,71
207786,8622991,0.4,70
207786,5195205,0.4,70
207786,5745781,0.4,67.8
207786,8185063,0.4,61.8
207786,4660023,0.4,
207786,6060398,0.2,90.6
207786,4580648,0.2,89.8
207786,6736451,0.2,89.2
207786,6309220,0.2,87.2
207786,1085404,0.2,86.8
207786,4660028,0.2,86.6
207786,8185064,0.2,85
207786,6547477,0.2,85
207786,8185061,0.2,84.8
207786,7869794,0.2,84.4
207786,4674262,0.2,84
207786,3352521,0.2,83
207786,5388266,0.2,82.6
207786,673361,0.2,81.8
207786,6003357,0.2,81.6
207786,7780967,0.2,81.2
207786,5624832,0.2,80.8
207786,1081010,0.2,78.2
207786,5624830,0.2,78
207786,2397607,0.2,77.8
207786,13262,0.2,77
207786,5170143,0.2,72.6
207786,3522830,0.2,71
207786,1081011,0.2,69.8
207786,3597549,0.2,52
207786,8265334,0.2,51
207786,5114969,0.2,48
207786,706234,0.2,10
207786,263210,0,97.6
207786,6309223,0,97.4
207786,2998723,0,95.6
207786,655407,0,95.6
207786,5388259,0,95.4
207786,3232784,0,95
207786,5624828,0,94.8
207786,688486,0,94.8
207786,5745786,0,94.8
207786,5624834,0,94.8
207786,5990371,0,94.6
207786,1085406,0,94
207786,6003360,0,93.8
207786,6226372,0,93.8
207786,4660025,0,93.6
207786,4672265,0,93
207786,5990374,0,92.8
207786,1081009,0,92.8
207786,5804666,0,92
207786,6474686,0,91
207786,5624825,0,91
207786,6309217,0,90.8
207786,5365946,0,89.4
207786,8367880,0,88
207786,403538,0,75.8
207786,3931757,0,61.6
359349,3223833,2.2,91
359349,68647,2,95
359349,3223831,2,94
359349,68649,2,93
359349,576629,2,93
359349,943229,2,93
359349,3193824,2,93
